generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,s4_mult,s4_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
272,13,32,1,1,1,1,0,1,0,0,0,1,0.036000,1376,73,10,4,149,4.1300,0.4582,36.658,1,143,2992,60.0,40.0,20.0,80.0
273,19,32,0,0,1,0,1,1,0,1,1,0,0.028000,1404,73,10,4,149,9.8300,0.4450,35.598,1,143,2992,40.0,60.0,60.0,40.0
274,0,32,0,0,1,0,1,1,0,1,0,0,0.027000,1404,73,10,4,149,9.6300,0.4450,35.598,1,143,2992,60.0,40.0,60.0,40.0
277,13,32,0,0,0,0,1,1,1,0,0,0,0.028000,1415,73,10,4,149,9.4000,0.4444,35.554,1,143,2992,60.0,40.0,80.0,20.0
278,3,32,0,0,0,1,0,0,0,1,0,0,0.027000,832,50,6,4,127,9.4200,0.3150,25.199,1,143,2992,100.0,0.0,60.0,40.0
278,11,32,0,0,1,1,0,0,1,0,1,0,0.029000,1410,73,10,4,149,9.3400,0.4444,35.554,1,143,2992,40.0,60.0,80.0,20.0
279,1,32,1,0,0,1,0,0,0,1,0,1,0.034000,1392,73,10,4,149,10.6200,0.4444,35.550,1,143,2992,80.0,20.0,40.0,60.0
280,18,32,1,1,1,0,0,1,1,1,0,0,0.028000,1410,73,10,4,149,10.6300,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
280,19,32,1,0,0,0,1,1,0,0,0,1,0.033000,1415,73,10,4,149,10.2800,0.4444,35.554,1,143,2992,60.0,40.0,60.0,40.0
281,21,32,1,1,1,0,0,1,1,1,0,1,0.037000,1410,73,10,4,149,7.3000,0.4444,35.554,1,143,2992,40.0,60.0,20.0,80.0
282,11,32,1,1,1,0,0,0,1,1,0,1,0.035000,1415,73,10,4,149,4.2300,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
284,15,32,0,0,0,1,0,0,1,1,1,0,0.028000,1404,73,10,4,149,9.8800,0.4450,35.598,1,143,2992,60.0,40.0,60.0,40.0
289,21,32,0,1,0,0,1,1,0,1,0,1,0.037000,1386,73,10,4,149,3.8700,0.4443,35.543,1,143,2992,80.0,20.0,20.0,80.0
289,23,32,1,1,1,0,0,0,1,1,1,0,0.028000,1415,73,10,4,149,10.1400,0.4444,35.554,1,143,2992,20.0,80.0,60.0,40.0
290,22,32,0,1,1,1,1,1,0,1,0,1,0.037000,1339,73,10,4,140,13.2000,0.4443,35.543,1,143,2992,60.0,40.0,0.0,100.0
294,17,32,0,1,1,1,0,1,0,0,0,1,0.036000,1371,73,10,4,149,3.5500,0.4608,36.862,1,143,2992,80.0,20.0,20.0,80.0
295,15,32,1,0,0,1,1,0,0,0,0,1,0.032000,1394,73,10,4,149,9.9300,0.4444,35.550,1,143,2992,60.0,40.0,60.0,40.0
297,28,32,0,0,1,0,0,0,1,1,0,1,0.032000,1396,73,10,4,149,10.9200,0.4610,36.879,1,143,2992,60.0,40.0,60.0,40.0
298,1,32,0,0,1,0,0,0,1,1,0,0,0.028000,1426,73,10,4,149,9.7300,0.4444,35.554,1,143,2992,60.0,40.0,80.0,20.0
